-50,0,-50,-0.520227,0,1.07743
-50,0,-40,-0.644479,0,1.26829
-50,0,-30,-0.753996,0,1.44283
-50,0,-20,-0.958279,0,1.79001
-50,0,-10,-1.05243,0,1.87053
-50,0,0,-1.47955,0,2.2741
-50,0,10,-1.73719,0,2.7442
-50,0,20,-2.22559,0,3.21604
-50,0,30,-3.02372,0,4.10654
-50,0,40,-4.21324,0,4.74151
-50,0,50,-5.94875,0,5.0113
-40,0,-50,-0.583354,0,0.997438
-40,0,-40,-0.714678,0,1.11352
-40,0,-30,-0.854815,0,1.30354
-40,0,-20,-1.00516,0,1.4508
-40,0,-10,-1.23846,0,1.66211
-40,0,0,-1.66692,0,2.01583
-40,0,10,-1.92575,0,2.16916
-40,0,20,-2.46801,0,2.65056
-40,0,30,-3.03798,0,2.83543
-40,0,40,-3.91666,0,3.37596
-40,0,50,-5.07055,0,3.56181
-30,0,-50,-0.645088,0,0.84161
-30,0,-40,-0.764318,0,1.01133
-30,0,-30,-0.896125,0,1.15734
-30,0,-20,-1.09887,0,1.34284
-30,0,-10,-1.29746,0,1.47206
-30,0,0,-1.68442,0,1.68024
-30,0,10,-2.01129,0,1.97224
-30,0,20,-2.32816,0,2.10157
-30,0,30,-3.0596,0,2.3867
-30,0,40,-3.54483,0,2.47869
-30,0,50,-4.2732,0,2.79176
-20,0,-50,-0.654867,0,0.755012
-20,0,-40,-0.744813,0,0.849423
-20,0,-30,-0.930393,0,0.951464
-20,0,-20,-1.10154,0,1.07641
-20,0,-10,-1.33272,0,1.21802
-20,0,0,-1.67711,0,1.3363
-20,0,10,-1.85251,0,1.50706
-20,0,20,-2.36633,0,1.62288
-20,0,30,-2.79288,0,1.74826
-20,0,40,-3.35444,0,1.87963
-20,0,50,-3.93717,0,1.95549
-10,0,-50,-0.679024,0,0.633778
-10,0,-40,-0.777489,0,0.730286
-10,0,-30,-0.962,0,0.83141
-10,0,-20,-1.09704,0,0.895125
-10,0,-10,-1.32798,0,0.964115
-10,0,0,-1.59786,0,1.0827
-10,0,10,-1.77651,0,1.15391
-10,0,20,-2.08851,0,1.22579
-10,0,30,-2.56947,0,1.19009
-10,0,40,-3.11312,0,1.41197
-10,0,50,-3.52254,0,1.29277
0,0,-50,-0.561306,0,0.433322
0,0,-40,-0.645268,0,0.482788
0,0,-30,-0.748117,0,0.552721
0,0,-20,-0.875863,0,0.543617
0,0,-10,-1.03615,0,0.610448
0,0,0,-1.19225,0,0.611514
0,0,10,-1.38104,0,0.668569
0,0,20,-1.65281,0,0.675231
0,0,30,-1.94734,0,0.688799
0,0,40,-2.20748,0,0.666243
0,0,50,-2.55134,0,0.622486
10,0,-50,-0.678129,0,0.476313
10,0,-40,-0.805631,0,0.509932
10,0,-30,-0.9457,0,0.540169
10,0,-20,-1.07127,0,0.569535
10,0,-10,-1.27175,0,0.57357
10,0,0,-1.45744,0,0.606327
10,0,10,-1.68244,0,0.617305
10,0,20,-1.96129,0,0.571005
10,0,30,-2.29082,0,0.55341
10,0,40,-2.61224,0,0.410741
10,0,50,-2.86552,0,0.0862451
20,0,-50,-0.655043,0,0.347032
20,0,-40,-0.78415,0,0.378136
20,0,-30,-0.898115,0,0.402108
20,0,-20,-1.03739,0,0.405349
20,0,-10,-1.21751,0,0.381902
20,0,0,-1.38317,0,0.385858
20,0,10,-1.58388,0,0.298412
20,0,20,-1.79551,0,0.316243
20,0,30,-2.13036,0,0.246823
20,0,40,-2.43577,0,0.15648
20,0,50,-2.65698,0,0.0862451
30,0,-50,-0.633395,0,0.254927
30,0,-40,-0.757396,0,0.251308
30,0,-30,-0.845723,0,0.274843
30,0,-20,-1.00297,0,0.264607
30,0,-10,-1.12319,0,0.212849
30,0,0,-1.3298,0,0.208941
30,0,10,-1.476,0,0.11981
30,0,20,-1.69506,0,0.0849649
30,0,30,-1.38955,0,-0.048353
30,0,40,-2.25442,0,-0.117885
30,0,50,-2.58063,0,-0.173761
40,0,-50,-0.625215,0,0.204749
40,0,-40,-0.716088,0,0.172602
40,0,-30,-0.823748,0,0.154689
40,0,-20,-0.927518,0,0.14517
40,0,-10,-1.08461,0,0.0827425
40,0,0,-1.25027,0,0.033436
40,0,10,-1.38955,0,-0.0172679
40,0,20,-1.64713,0,-0.154685
40,0,30,-1.79167,0,-0.251509
40,0,40,-2.12241,0,-0.421457
40,0,50,-2.42003,0,-0.563047
50,0,-50,-0.601361,0,0.108367
50,0,-40,-0.69929,0,0.0683244
50,0,-30,-0.766852,0,0.0391136
50,0,-20,-0.849935,0,0.0223309
50,0,-10,-0.928897,0,-0.0217677
50,0,0,-1.0998,0,-0.127755
50,0,10,-1.24276,0,-0.226419
50,0,20,-1.47176,0,-0.386573
50,0,30,-1.64891,0,-0.553467
50,0,40,-2.01038,0,-0.835307
50,0,50,-2.36324,0,-1.01038
